ACADEMIC YEAR , SEM, COURSE NAME , COURSE TITLE , DEPT , INSTRUCTOR NAME, REGIST, DETAILS
2010-11 , 1 ,CHE799 ,PHD THESIS , CHE ,CONVENER DPGC,55,Click for details
2010-11 , 2 ,CHE799 ,PHD THESIS , CHE ,CONVENER DPGC,59,Click for details
2010-11 , 3 ,CHE799 ,PHD THESIS , CHE ,CONVENER DPGC,0
2010-11 , 1 ,CHE801 ,PHD SEMINAR , CHE ,P APTE,20,Click for details
2010-11 , 2 ,CHE802 ,PHD SEMINAR , CHE ,R PALA,22,Click for details
2010-11 , 2 ,CHM100 ,INTRODUCTION TO PROFESSION , CHM ,CONVENER DUGC,22,Click for details
2010-11 , 1 ,CHM101N ,CHEMISTRY LAB , CHM ,S S MANOHARAN,500,Click for details
2010-11 , 2 ,CHM101N ,CHEMISTRY LAB , CHM ,S P RATH,313,Click for details
2010-11 , 1 ,CHM201N ,CHEMISTRY , CHM ,J K BERA,635,Click for details
2010-11 , 2 ,CHM201R ,GENERAL CHEMISTRY , CHM ,J K BERA,34,Click for details
2010-11 , 2 ,CHM222 ,BASIC PHYSICAL CHEMISTRY , CHM ,P SEN,41,Click for details
2010-11 , 1 ,CHM301 ,BASIC ORGANIC CHEMISTRY-I , CHM ,R RAMPANICKER,24,Click for details
2010-11 , 3 ,CHM301 ,BASIC ORGANIC CHEMISTRY-I , CHM ,M K GHORAI,34,Click for details
2010-11 , 2 ,CHM302 ,BASIC ORGANIC CHEMISTRY II , CHM ,V K YADAV,13,Click for details
2010-11 , 2 ,CHM341 ,BASIC INORGANIC CHEMISTRY , CHM ,G ANANTHARAMAN,21,Click for details
2010-11 , 2 ,CHM343 ,INORGANIC CHEMISTRY LAB , CHM ,P K BHARDWAJ,10,Click for details
2010-11 , 1 ,CHM401 ,ORGANIC CHEMISTRY I , CHM ,M L N RAO,50,Click for details
2010-11 , 2 ,CHM402 ,ORGANIC CHEMISTRY II , CHM ,,51,Click for details
2010-11 , 2 ,CHM404 ,ORGANIC CHEMISTRY LAB. , CHM ,J N MOORTHY,14,Click for details
2010-11 , 1 ,CHM421 ,PHYSICAL CHEMISTRY I , CHM ,N NAIR,49,Click for details
2010-11 , 2 ,CHM422 ,PHYSICAL CHEMISTRY , CHM ,M RANGANATHAN,52,Click for details
2010-11 , 1 ,CHM423 ,PHYSICAL CHEMISTRY LAB , CHM ,P SEN,52,Click for details
2010-11 , 1 ,CHM441 ,INORGANIC CHEMISTRY I , CHM ,G ANANTHARAMAN,50,Click for details
2010-11 , 2 ,CHM442 ,INORGANIC CHEMSTRY II , CHM ,R N MUKHERJEE,52,Click for details
2010-11 , 2 ,CHM443 ,INORGANIC CHEMISTRY LAB , CHM ,S SARKAR,54,Click for details
2010-11 , 1 ,CHM481 ,BIOSYSTEMS , CHM ,R GURUNATH,2,Click for details
2010-11 , 2 ,CHM481 ,BIOSYSTEMS , CHM ,S VERMA,51,Click for details
2010-11 , 1 ,CHM503 ,ORGANIC PREPARATION LAB , CHM ,Y D VANKAR,42,Click for details
2010-11 , 1 ,CHM521 ,MATHEMATICS FOR CHEMISTRY , CHM ,M RANGANATHAN,46,Click for details
2010-11 , 1 ,CHM600 ,MATHEMATICS FOR CHEMISTRY , CHM ,M RANGANATHAN,12,Click for details
2010-11 , 2 ,CHM602 ,ADVANCED ORGANIC CHEMISTRY II , CHM ,Y D VANKAR,42,Click for details
2010-11 , 1 ,CHM609 ,PRINCIPALES OF ORGANIC CHEMISTRY , CHM ,J N MOORTHY,15,Click for details
2010-11 , 1 ,CHM611 ,PHYSICAL ORGANIC CHEMISTRY , CHM ,V K YADAV,63,Click for details
2010-11 , 2 ,CHM611 ,PHYSICAL ORGANIC CHEMISTRY , CHM ,M L N RAO,6,Click for details
2010-11 , 2 ,CHM612 ,FRONTIERS IN ORGANIC CHEMISTRY , CHM ,M L N RAO,28,Click for details
2010-11 , 1 ,CHM621 ,CHEMICAL BINDING , CHM ,S R GADRE,53,Click for details
2010-11 , 1 ,CHM629 ,PRINCIPLES OF PHYSICAL CHEMISTRY , CHM ,K SRIHARI,14,Click for details
2010-11 , 2 ,CHM631 ,APPLICATIONS OF MODERN INSTRUMENTAL METHODS , CHM ,S P RATH,53,Click for details
2010-11 , 2 ,CHM636 ,PHYSICAL PHOTOCHEMISTRY , CHM ,D GOSWAMI,10,Click for details
2010-11 , 2 ,CHM637 ,MOLECULAR SPECTROSCOPY , CHM ,K SRIHARI,27,Click for details
2010-11 , 1 ,CHM646 ,BIO-INORGANIC CHEMISTRY , CHM ,S P RATH,36,Click for details
2010-11 , 2 ,CHM648 ,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY &amp; APPLICATIONS , CHM ,V CHANDRASEKHAR,67,Click for details
2010-11 , 1 ,CHM649 ,PRINCIPALES OF INORGANIC CHEMISTRY , CHM ,S SARKAR,13,Click for details
2010-11 , 2 ,CHM651 ,CRYSTAL AND MOLECULAR STRUCTURE DETERMINATION , CHM ,P K BHARADWAJ,0
2010-11 , 1 ,CHM654 ,SUPRAMOLECULAR CHEMISTRY , CHM ,P K BHARADWAJ,44,Click for details
2010-11 , 1 ,CHM662 ,CHEMISTRY OF NATURAL PRODUCTS , CHM ,COURSE DROPPED,0
2010-11 , 1 ,CHM664 ,MODERN PHYSICAL METHODS IN CHEMISTRY , CHM ,D GOSWAMI,55,Click for details
2010-11 , 2 ,CHM684 ,COMPUTER PROGRAMMING FOR CHEMISTRY , CHM ,S R GADRE,30,Click for details
2010-11 , 1 ,CHM691 ,FRONTIERS IN INORGANIC CHEMISTRY , CHM ,R N MUKHERJEE,53,Click for details
2010-11 , 2 ,CHM695 ,MOLECULAR MODELLING IN CHEMISTRY , CHM ,N NAIR,16,Click for details
2010-11 , 1 ,CHM698 ,CHEMISTRY OF DRUG DESIGN AND METABOLISM , CHM ,S VERMA,13,Click for details
2010-11 , 1 ,CHM700 ,PROJECT , CHM ,CONVENOR DUGC,14,Click for details
2010-11 , 2 ,CHM700 ,PROJECT , CHM ,CONVENER DUGC,47,Click for details
2010-11 , 1 ,CHM700. ,PROJECT , CHM ,CONVENOR DUGC                          1,1,Click for details
2010-11 , 2 ,CHM700. ,PROJECT , CHM ,CONVENOR DUGC                          1,0
2010-11 , 1 ,CHM799 ,RESEARCH , CHM ,CONVENER DPGC,176,Click for details
2010-11 , 2 ,CHM799 ,RESEARCH , CHM ,CONVENER DPGC,190,Click for details
2010-11 , 1 ,CHM800 ,GENERAL SEMINAR , CHM ,CONVENER DPGC,201,Click for details
2010-11 , 2 ,CHM800 ,GENERAL SEMINAR , CHM ,CONVENER DPGC,223,Click for details
2010-11 , 1 ,CHM801 ,GRADUATE SEMINAR , CHM ,CONVENER DPGC,201,Click for details
2010-11 , 2 ,CHM801 ,GRADUATE SEMINAR , CHM ,S P RATH,236,Click for details
2010-11 , 2 ,CS100 ,INTRODUCTION TO PROFESSION , CSE ,CONVENER DUGC,101,Click for details
2010-11 , 2 ,CS201 ,DISCRETE MATHEMATICS , CSE ,SURENDRA BASWANA,81,Click for details
2010-11 , 2 ,CS202 ,INTRODUCTION TO MATHEMATICAL LOGIC , CSE ,COURSES DROPPED,0
2010-11 , 1 ,CS220 ,INTRODUCTION TO COMPUTER ORGANISATION , CSE ,A JAIN,78,Click for details
2010-11 , 2 ,CS315 ,PRINCIPLES OF DATA BASE SYSTEMS , CSE ,S GANGULY,80,Click for details
2010-11 , 1 ,CS330 ,OPERATING SYSTEMS , CSE ,S GANGULY,71,Click for details
2010-11 , 2 ,CS335 ,COMPILER DESIGN , CSE ,AMEY KARKARE,80,Click for details
2010-11 , 3 ,CS335 ,COMPILER DESIGN , CSE ,S K AGGARWAL,8,Click for details
2010-11 , 1 ,CS340 ,THEORY OF COMPUTATION , CSE ,A SETH,75,Click for details
2010-11 , 3 ,CS340 ,THEORY OF COMPUTATION , CSE ,ANIL SETH,3,Click for details
2010-11 , 2 ,CS345 ,ALGORITHMS-II , CSE ,S K MEHTA,99,Click for details
2010-11 , 3 ,CS345 ,ALGORITHMS-II , CSE ,S BASWANA,13,Click for details
2010-11 , 1 ,CS350 ,PRINCIPLES OF PROGRAMMING LANGAUGES , CSE ,H KARNICK,54,Click for details
2010-11 , 2 ,CS355 ,PROGRAMMING TOOLS AND TECHNIQUES , CSE ,T V PRABHAKAR,129,Click for details
2010-11 , 2 ,CS365 ,ARTIFICIAL INTELLIGENCE PROGRAMMING , CSE ,HARISH KARNICK,74,Click for details
2010-11 , 1 ,CS397 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DUGC,1,Click for details
2010-11 , 2 ,CS397 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DUGC,11,Click for details
2010-11 , 2 ,CS422 ,COMPUTER ARCHITECTURE , CSE ,MAINAK CHAUDHURI,16,Click for details
2010-11 , 1 ,CS425 ,COMPUTER NETWORKS , CSE ,D SANGHI,76,Click for details
2010-11 , 1 ,CS455 ,INTRODUCTION TO SOFTWARE ENGINEERING , CSE ,T V PRABHAKAR,53,Click for details
2010-11 , 1 ,CS497 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DUGC,8,Click for details
2010-11 , 2 ,CS497 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DUGC,3,Click for details
2010-11 , 1 ,CS498 ,B TECH  PROJECT , CSE ,CONVENOR DUGC,35,Click for details
2010-11 , 2 ,CS498 ,B TECH  PROJECT , CSE ,CONVENER,1,Click for details
2010-11 , 2 ,CS499 ,B TECH PROJECT , CSE ,CONVENER DUGC,16,Click for details
2010-11 , 1 ,CS601 ,MATHEMATICS FOR COMPUTER SCIENCE , CSE ,S BISWAS,34,Click for details
2010-11 , 2 ,CS622 ,ADVANCED COMPUTER ARCHITECTURE , CSE ,COURSE DROPPED,0
2010-11 , 2 ,CS624 ,TOPICS IN EMBEDED SYSTEMS , CSE ,SANJEEV K AGGARWAL,27,Click for details
2010-11 , 2 ,CS625 ,ADVANCED COMPUTER NETWORKS , CSE ,DHEERAJ SANGHI,18,Click for details
2010-11 , 1 ,CS628 ,COMPUTER SYSTEMS SECURITY , CSE ,RAJAT MOONA,61,Click for details
2010-11 , 1 ,CS632 ,TOPICS IN DISTRIBUTED SYSTEMS , CSE ,R K GHOSH,31,Click for details
2010-11 , 2 ,CS639 ,"PROGRAM ANALYSIS, VERIFICATION AND TESTING ", CSE ,S ROY,24,Click for details
2010-11 , 2 ,CS640 ,COMPUTATIONAL COMPLEXITY , CSE ,M AGRAWAL,16,Click for details
2010-11 , 1 ,CS641 ,MODERN CRYPTOLOGY , CSE ,M AGRAWAL,28,Click for details
2010-11 , 2 ,CS644 ,FINITE AUTOMATA ON INFINITE INPUTS , CSE ,ANIL SETH,7,Click for details
2010-11 , 2 ,CS645 ,TOPICS IN DESIGN AND ANALYSIS OF ALGORITHMS , CSE ,SANJEEV SAXENA,23,Click for details
2010-11 , 2 ,CS646 ,PARALLEL ALGORITHMS , CSE ,PHALGUNI GUPTA,19,Click for details
2010-11 , 1 ,CS647 ,ADVANCED TOPICS IN ALGORITHMS &amp; DATA STRCUTURES , CSE ,S SAXENA,32,Click for details
2010-11 , 1 ,CS648 ,RANDOMIZED ALGORITHMS , CSE ,S BASWANA,66,Click for details
2010-11 , 1 ,CS653 ,FUNCTIONAL PROGRAMMING , CSE ,A KARKARE,23,Click for details
2010-11 , 2 ,CS654 ,SOFTWARE ARCHITECTURE , CSE ,T V PRABHAKAR,33,Click for details
2010-11 , 2 ,CS674 ,MACHINE LEARNING &amp; KNOWLEDGE DISCOVERY , CSE ,KRITHIKA VENKATARAMANI,19,Click for details
2010-11 , 2 ,CS676 ,COMPUTER VISION AND IMAGE PROCESSING , CSE ,AMITABHA MUKERJEE,23,Click for details
2010-11 , 1 ,CS680 ,CATEGORY THEORY , CSE ,S K MEHTA,5,Click for details
2010-11 , 2 ,CS681 ,COMPUTATIONAL NUMBER THEORY AND ALGEBRA , CSE ,M AGARWAL,11,Click for details
2010-11 , 1 ,CS686 ,BIOMETRIC RECOGNITION , CSE ,K VENKATARAMANI,20,Click for details
2010-11 , 1 ,CS687 ,ALGORITHMIC INFORMATION THEORY , CSE ,S NANDAKUMAR,7,Click for details
2010-11 , 1 ,CS697 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DPGC,3,Click for details
2010-11 , 2 ,CS697 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DPGC,9,Click for details
2010-11 , 1 ,CS699 ,M TECH THESIS , CSE ,CONVENER DPGC,73,Click for details
2010-11 , 2 ,CS699 ,M TECH THESIS , CSE ,CONVENER DPGC,121,Click for details
2010-11 , 3 ,CS699 ,M TECH THESIS , CSE ,CONVENER DPGC,47,Click for details
2010-11 , 2 ,CS699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , CSE ,CONVENER DUGC,0
2010-11 , 3 ,CS699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , CSE ,CONVENOR DUGC,0
2010-11 , 2 ,CS720 ,VLSI TESTING AND FAULT TOLERANCE , CSE ,AJAI JAIN,1,Click for details
2010-11 , 1 ,CS738 ,ADVANCED COMPILER OPTIMIZATIONS , CSE ,S K AGGARWA,21,Click for details
2010-11 , 2 ,CS797 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DPGC,2,Click for details
2010-11 , 1 ,CS799 ,PHD THESIS , CSE ,CONVENER DPGC,21,Click for details
2010-11 , 2 ,CS799 ,PHD THESIS , CSE ,CONVENER DPGC,27,Click for details
2010-11 , 3 ,CS799 ,PHD THESIS , CSE ,CONVENER DPGC,0
2010-11 , 1 ,DES601 ,DESIGN THEORY , MDES ,SATYAKI ROY,14,Click for details
2010-11 , 1 ,DES602 ,DESIGN PRACTICE I , MDES ,S G DHANDE,14,Click for details
2010-11 , 2 ,DES603 ,DESIGN PRACTICE II , MDES ,BISHAKH BHATTACHARYA,14,Click for details
2010-11 , 2 ,DES624 ,ELEMENTS AND PRINCIPAL OF DESIGN , MDES ,S T ROY,18,Click for details
2010-11 , 1 ,DES627 ,MANAGEMENT OF DESIGN AND INNOVATION , MDES ,J CHATTERJEE,14,Click for details
2010-11 , 1 ,DES631 ,PSYCHOLOGICAL PRINCIPLES AND DESIGN , MDES ,BRAJ BHUSHAN,14,Click for details
2010-11 , 1 ,DES633 ,INTEGRATED PRODUCT DEVELOPMENT-I , MDES ,N TIWARI,24,Click for details
2010-11 , 1 ,DES681 ,DESIGN PROJECT I , MDES ,K P PATIL,14,Click for details
2010-11 , 2 ,DES682 ,DESIGN PROJECT II , MDES ,DR K P PATIL,14,Click for details
2010-11 , 2 ,DES698 ,SPECIAL STUDIES/PROJECT COURSES IN DESIGN , MDES ,DR SATYAKI ROY,14,Click for details
2010-11 , 1 ,DES699 ,M DES THESIS , MDES ,CONVENOR DPGC,21,Click for details
2010-11 , 2 ,DES699 ,M DES THESIS , MDES ,CONVENER DPGC,34,Click for details
2010-11 , 3 ,DES699 ,M DES THESIS , MDES ,CONVENER DPGC,2,Click for details
2010-11 , 2 ,ECO100 ,INTRODUCTION TO PROFESSION , HSS ,S SAHU,40,Click for details
2010-11 , 1 ,ECO101 ,INTRODUCTION TO ECONOMICS , HSS ,P KULSHRESHTHA,87,Click for details
2010-11 , 3 ,ECO101 ,INTRODUCTION TO ECONOMICS , HSS ,P KULSHRESHTHA,51,Click for details
2010-11 , 1 ,ECO201 ,MICROECONOMICS - I , HSS ,S SAHU,43,Click for details
2010-11 , 2 ,ECO201 ,MICROECONOMICS - I , HSS ,VIMAL KUMAR,89,Click for details
2010-11 , 1 ,ECO202 ,MACROECONOMICS , HSS ,S SINHA,81,Click for details
2010-11 , 2 ,ECO202 ,MACROECONOMICS , HSS ,K K SAXENA,25,Click for details
2010-11 , 2 ,ECO231 ,ECONOMIC PROBLEMS AND POLICY , HSS ,DR S SINHA,62,Click for details
2010-11 , 2 ,ECO303 ,MICRO ECONOMICS II , HSS ,S S BHATTACHARYA,27,Click for details
2010-11 , 1 ,ECO311 ,ECONOMETRIC METHODS , HSS ,S K MATHUR,44,Click for details
2010-11 , 2 ,ECO312 ,ECONOMETRIC PRACTICE , HSS ,S K MATHUR,22,Click for details
2010-11 , 1 ,ECO321 ,INDUSTRIAL ECONOMICS , HSS ,P KULSHRESHTHA,26,Click for details
2010-11 , 2 ,ECO332 ,DEVELOPMENT ECONOMICS , HSS ,S SAHU,22,Click for details
2010-11 , 1 ,ECO333 ,MONEY AND BANKING , HSS ,S SINHA,24,Click for details
2010-11 , 1 ,ECO341 ,ENVIRONMENTAL ECONOMICS AND POLICY , HSS ,S S BHATTACHARYA,21,Click for details
2010-11 , 1 ,ECO402 ,MACROECONOMICS II , HSS ,S SAHU,24,Click for details
2010-11 , 2 ,ECO405 ,CONTRACT ECONOMICS , HSS ,P KULSHRESHTHA,29,Click for details
2010-11 , 1 ,ECO413 ,PLANNING TECHNQUE , HSS ,K K SAXENA,19,Click for details
2010-11 , 1 ,ECO422 ,ECONOMICS OF REGULATION AND IPR , HSS ,P M PRASAD,16,Click for details
2010-11 , 2 ,ECO423 ,FINANCIAL ECONOMICS , HSS ,P KULSHRESHTHA,58,Click for details
2010-11 , 2 ,ECO424 ,ECONOMIC ANALYSIS OF LAW , HSS ,P M PRASAD,18,Click for details
2010-11 , 1 ,ECO434 ,INTERNATIONAL ECONOMICS , HSS ,S K MATHUR,85,Click for details
2010-11 , 2 ,ECO434 ,INTERNATIONAL ECONOMICS , HSS ,S K MATHUR,47,Click for details
2010-11 , 3 ,ECO434 ,INTERNATIONAL ECONOMICS , HSS ,S K MATHUR,120,Click for details
2010-11 , 2 ,ECO501 ,INTRODUCTION TO MATHEMETICAL ECONOMICS , HSS ,VIMAL KUMAR,34,Click for details
2010-11 , 1 ,ECO514 ,INPUT-OUTPUT TECHNIQUES , HSS ,K K SAXENA,19,Click for details
2010-11 , 1 ,ECO535 ,PUBLIC ECONOMICS , HSS ,V KUMAR,18,Click for details
2010-11 , 1 ,ECO543 ,ENVIRONMENTAL IMPACT ASSESSMENT , HSS ,P M PRASAD,18,Click for details
2010-11 , 1 ,ECO598 ,PROJECT-I , HSS ,CONVENOR DUGC,17,Click for details
2010-11 , 2 ,ECO598 ,PROJECT-I , HSS ,S SAHU,1,Click for details
2010-11 , 2 ,ECO599 ,PROJECT-II , HSS ,CONVENER DUGC,18,Click for details
2010-11 , 1 ,ECO734 ,INDUSTRIAL ORGANISATION AND POLICY , HSS ,P KULSHRESHTHA,2,Click for details
2010-11 , 2 ,ECO735 ,DEVELOPMENT ECONOMICS , HSS ,S SAHU,6,Click for details
2010-11 , 2 ,ECO737 ,ADVANCES IN MICROECONOMIC THEORY , HSS ,VIMAL KUMAR,5,Click for details
2010-11 , 1 ,ECO738 ,INTER-INDUSTRY ECONOMICS , HSS ,K K SAXENA,2,Click for details
2010-11 , 2 ,ECO740 ,SEMINAR ON SELECTED TOPICS IN ADVANCED ECONOMIC ANALYSIS , HSS ,K K SAXENA,0
2010-11 , 2 ,ECO745 ,ADVANCED MONETARY THEORY , HSS ,SURAJIT  SINHA,10,Click for details
2010-11 , 1 ,ECO747 ,ENVIRONMENTAL ECONOMICS LEGISLATION AND SOCIAL IMPACT , HSS ,P M PRASAD,17,Click for details
2010-11 , 1 ,ECO752 ,QUANTITATIVE ANALYSIS OF INTERNATIONAL TRADE , HSS ,SOMESH K MATHUR,4,Click for details
2010-11 , 2 ,ECO753 ,LABOUR ECONOMICS , HSS ,S S BHATTACHARYA,24,Click for details
2010-11 , 1 ,ECO799 ,PHD THESIS , HSS ,CONVENER DPGC,7,Click for details
2010-11 , 2 ,ECO799 ,PHD THESIS , HSS ,CONVENER DPGC,7,Click for details
2010-11 , 2 ,EE100 ,INTRODUCTION TO PROFESSION , EE ,P SIRCAR,129,Click for details
2010-11 , 1 ,EE200 ,"SIGNALS, SYSTEMS AND NETWORKS ", EE ,K S VENKATESH,112,Click for details
2010-11 , 2 ,EE210 ,MICROELECTRONICS-I , EE ,ALOKE DUTTA,113,Click for details
2010-11 , 2 ,EE250 ,CONTROL SYSTEMS ANALYSIS , EE ,R P POTLURI,106,Click for details
2010-11 , 2 ,EE301 ,DIGITAL SIGNAL PROCESSING , EE ,N NAIK,77,Click for details
2010-11 , 2 ,EE311 ,MICROELECTRONICS II , EE ,B GHOSH,89,Click for details
2010-11 , 1 ,EE320 ,PRINCIPLES OF COMMUNICATIONS , EE ,A JAGANNATHAM,96,Click for details
2010-11 , 2 ,EE321 ,COMMUNICATION SYSTEMS , EE ,R K BANSAL,82,Click for details
2010-11 , 1 ,EE330 ,POWER SYSTEMS , EE ,A JOSHI,97,Click for details
2010-11 , 2 ,EE340 ,ELECTROMAGNETIC THEORY , EE ,K V SRIVASTAVA,94,Click for details
2010-11 , 2 ,EE360 ,POWER ELECTRONICS , EE ,P SENSHARMA,66,Click for details
2010-11 , 1 ,EE370 ,DIGITAL ELECTRONICS &amp; MICROPROCESSOR TECHNOLOGY , EE ,S S K  IYER,99,Click for details
2010-11 , 1 ,EE380 ,ELECTRICAL ENGINEERING LAB I , EE ,M SACHINDANANDA,92,Click for details
2010-11 , 2 ,EE381 ,ELECTRICAL ENGINEERING LAB II , EE ,M SACHIDANANDA,90,Click for details
2010-11 , 1 ,EE455 ,TRANSDUCERSAND INSTRUMENTATION , EE ,COURSE DROPPED,0
2010-11 , 1 ,EE491 ,PROJECT I , EE ,CONVENER DUGC,62,Click for details
2010-11 , 2 ,EE491 ,PROJECT I , EE ,CONVENER DUGC,3,Click for details
2010-11 , 1 ,EE492 ,PROJECT II , EE ,CONVENER DUGC,3,Click for details
2010-11 , 2 ,EE492 ,PROJECT II , EE ,CONVENER DUGC,54,Click for details
2010-11 , 3 ,EE492 ,PROJECT II , EE ,CONVENER DUGC,2,Click for details
2010-11 , 2 ,EE600 ,MATHEMATICAL STRUCTURES OF SIGNALS &amp; SYSTEMS , EE ,K S VENKATESH,25,Click for details
2010-11 , 1 ,EE601 ,MATHEMATICAL METHODS IN SIGNAL PROCESSING , EE ,N NAIK,5,Click for details
2010-11 , 2 ,EE602 ,STATISTICAL SIGNAL PROCESSING-I , EE ,RAJESH HEGDE,44,Click for details
2010-11 , 1 ,EE604 ,IMAGE PROCESSING , EE ,S GUPTA,44,Click for details
2010-11 , 1 ,EE605 ,INTRODUCTION TO SIGNAL ANALYSIS , EE ,G SHARMA,68,Click for details
2010-11 , 1 ,EE607 ,WAVELET TRANSFORMS FOR SIGNAL &amp; IMAGE PROCESSING , EE ,P SIRCAR,22,Click for details
2010-11 , 2 ,EE608 ,DIGITAL VIDEO  SIGNAL PROCESSING , EE ,SUMANA GUPTA,35,Click for details
2010-11 , 1 ,EE610 ,ANALOG/DIGITAL VLSI CIRCUITS , EE ,B MAZHARI,49,Click for details
2010-11 , 2 ,EE611 ,ORGANIC ELECTRONICS , EE ,B MAZHARI,25,Click for details
2010-11 , 1 ,EE612 ,FIBER OPTIC SYSTEMS I , EE ,U DAS,37,Click for details
2010-11 , 1 ,EE614 ,SOLID STATE DEVICES I , EE ,A K DUTTA,22,Click for details
2010-11 , 1 ,EE616 ,SEMICONDUCTOR DEVICE MODELLING , EE ,B GHOSH,28,Click for details
2010-11 , 2 ,EE618 ,INTEGRATED CIRCUIT FABRICATION TECHNOLOGY , EE ,S S K IYER,28,Click for details
2010-11 , 2 ,EE619 ,VLSI SYSTEM DESIGN , EE ,S QURESHI,44,Click for details
2010-11 , 1 ,EE621 ,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS , EE ,R K BANSAL,66,Click for details
2010-11 , 2 ,EE622 ,COMMUNICATION THEORY , EE ,G SHARMA,22,Click for details
2010-11 , 2 ,EE623 ,DETECTION &amp; ESTIMATION THEORY , EE ,R K BANSAL,21,Click for details
2010-11 , 1 ,EE624 ,INFORMATION AND CODING THEORY , EE ,A BANERJEE,37,Click for details
2010-11 , 1 ,EE627 ,SPEECH SIGNAL PROCESSING , EE ,R HEGDE,49,Click for details
2010-11 , 2 ,EE628 ,TOPICS IN CRYPTOGRAPHY AND CODING , EE ,COURSE DROPPED,0
2010-11 , 1 ,EE630 ,SIMULATON OF MODERN POWER SYSTEMS , EE ,S C SRIVASTAVA,18,Click for details
2010-11 , 2 ,EE631 ,ADVANCED POWER SYSTEM STABILITY , EE ,S C SRIVASTAVA,16,Click for details
2010-11 , 1 ,EE632 ,ECONOMIC OPERATION &amp; CONTROL OF POWER SYSTEMS , EE ,S CHAKRABARTI,4,Click for details
2010-11 , 2 ,EE633 ,ELECTRIC POWER SYSTEM OPERATION AND  MGMT. UNDER RESTRUCTURED ENVIRONMENT , EE ,S N SINGH,17,Click for details
2010-11 , 1 ,EE634 ,ELECTRICAL INSULATION IN POWER APPARATUS AND SYSTEMS , EE ,COURSE DROPPED,0
2010-11 , 1 ,EE635 ,HVDC TRANSMISSION &amp; FLEXIBLE A C TRANSMISSION SYSTEMS , EE ,S N SINGH,15,Click for details
2010-11 , 2 ,EE640 ,COMPUTATIONAL ELECTROMAGNETICS , EE ,A BISWAS,13,Click for details
2010-11 , 1 ,EE641 ,ADVANCED ENGINEERING ELECTROMAGNETICS , EE ,M J AKHTAR,21,Click for details
2010-11 , 2 ,EE642 ,ANTENNAS ANALYSIS &amp; SYNTHESIS , EE ,A R HARISH,19,Click for details
2010-11 , 2 ,EE643 ,SMART ANTENNAS FOR MOBILE COMMUNICATION , EE ,P SIRCAR,25,Click for details
2010-11 , 2 ,EE644 ,OPTICAL COMMUNICATION , EE ,P KUMAR,5,Click for details
2010-11 , 1 ,EE645 ,MONOLITHIC MICROWAVE ICS , EE ,A BISWAS,19,Click for details
2010-11 , 1 ,EE646 ,PHOTONIC NETWORKS &amp; SWITCHING , EE ,COURSE DROPPED,0
2010-11 , 2 ,EE646 ,PHOTONIC NETWORKS &amp; SWITCHING , EE ,Y N SINGH,41,Click for details
2010-11 , 1 ,EE647 ,MICROWAVE MEASUREMENTS AND DESIGN , EE ,K V SRIVASTAVA,26,Click for details
2010-11 , 2 ,EE648 ,MICROWAVE CIRCUITS , EE ,J AKHTAR,25,Click for details
2010-11 , 2 ,EE649 ,THE FINITE ELEMENT METHOD FOR ELECTRIC AND MAGNETIC FIELDS , EE ,N GUPTA,9,Click for details
2010-11 , 1 ,EE650 ,BASICS OF MODERN CONTROL SYSTEMS , EE ,R POTLURI,22,Click for details
2010-11 , 2 ,EE653 ,DIGITAL CONTROL , EE ,COURSE DROPPED,0
2010-11 , 1 ,EE658 ,"FUZZY SET, LOGIC &amp; SYSTEMS &amp; APPLICATIONS ", EE ,N VERMA,9,Click for details
2010-11 , 1 ,EE660 ,BASICS OF POWER ELECTRONIC CONVERTERS , EE ,P SENSARMA,23,Click for details
2010-11 , 2 ,EE662 ,CONTROL TECHNIQUES IN POWER ELECTRONICS , EE ,S K MISHRA,29,Click for details
2010-11 , 1 ,EE664 ,FUNDAMENTALS OF ELECTRIC DRIVES , EE ,S P DAS,16,Click for details
2010-11 , 2 ,EE665 ,ADVANCED ELECTRIC DRIVES , EE ,A JOSHI,7,Click for details
2010-11 , 2 ,EE670 ,WIRELESS COMMUNICATIONS , EE ,ADITYA JAGANNATHAM,55,Click for details
2010-11 , 2 ,EE671 ,NEURAL NETWORKS , EE ,L BEHERA,27,Click for details
2010-11 , 1 ,EE673 ,DIGITAL COMMUNICATION NETWORKS , EE ,Y N SINGH,62,Click for details
2010-11 , 1 ,EE677 ,KNOWLEDGE BASED MAN MACHINE SYSTEMS , EE ,R M K SINHA,18,Click for details
2010-11 , 1 ,EE698A ,APPLIED GAME THEORY , EE ,L BEHERA,8,Click for details
