ACADEMIC YEAR , SEM, COURSE NAME , COURSE TITLE , DEPT , INSTRUCTOR NAME, REGIST, DETAILS
2017-18 , 1 ,CHM648 ,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY &amp; APPLICATIONS , CHM ,S K KUNDU,1,Click for details
2017-18 , 1 ,CHM648A ,THE CHEMISTRY OF METAL-CARBON BOND: STRUCTURE REACTIVITY &amp; APPLICATIONS , CHM ,S K KUNDU,20,Click for details
2017-18 , 1 ,CHM649A ,PRINCIPALES OF INORGANIC CHEMISTRY , CHM ,P K BHARADWAJ,8,Click for details
2017-18 , 1 ,CHM664A ,MODERN PHYSICAL METHODS IN CHEMISTRY , CHM ,S MANOGARAN,52,Click for details
2017-18 , 1 ,CHM668 ,ADVANCED MAIN GROUP CHEMISTRY , CHM ,G ANANTHARAMAN,1,Click for details
2017-18 , 1 ,CHM668A ,ADVANCED MAIN GROUP CHEMISTRY , CHM ,G ANANTHARAMAN,6,Click for details
2017-18 , 1 ,CHM676A ,INTRODUCTION TO BIONANOTECHNOLOGY , CHM ,SANDEEP VERMA,12,Click for details
2017-18 , 1 ,CHM687A ,CHEMISTRY OF POLYHEDRAL CLUSTERS &amp; METAL-METAL MULTIPL BONDED COMPOUNDS , CHM ,COURSE DROPPED,0
2017-18 , 1 ,CHM799 ,RESEARCH , CHM ,CONVENER DPGC,208,Click for details
2017-18 , 1 ,CHM800 ,GENERAL SEMINAR , CHM ,CONVENER DPGC,135,Click for details
2017-18 , 1 ,CHM800A ,GENERAL SEMINAR , CHM ,CONVENER DPGC,83,Click for details
2017-18 , 1 ,CHM801 ,GRADUATE SEMINAR , CHM ,CONVENER DPGC,141,Click for details
2017-18 , 1 ,CHM801A ,GRADUATE SEMINAR , CHM ,CONVENER DPGC,77,Click for details
2017-18 , 1 ,COM200 ,COMMUNICATION SKILLS: COMPOSITION , COM ,SAYAN CHATTOPADHYAY,599,Click for details
2017-18 , 1 ,CS201A ,MATHEMATICS FOR COMPUTER SCIENCE -I , CSE ,HARISH KARNICK,95,Click for details
2017-18 , 1 ,CS202A ,MATHEMATICS FOR COMPUTER SCIENCE -II , CSE ,SUNIL SIMON,102,Click for details
2017-18 , 1 ,CS203B ,MATHEMATICS FOR COMPUTER SCIENCE -III , CSE ,MANINDRA AGRAWAL,100,Click for details
2017-18 , 1 ,CS252A ,COMPUTING LABORATORY II , CSE ,SANDEEP SHUKLA,119,Click for details
2017-18 , 1 ,CS300A ,TECHNICAL COMMUNICATION , CSE ,RAJAT MITTAL,119,Click for details
2017-18 , 1 ,CS330A ,OPERATING SYSTEMS , CSE ,MAINAK CHAUDHURI,140,Click for details
2017-18 , 1 ,CS340 ,THEORY OF COMPUTATION , CSE ,RAGHUNATH TEWARI,1,Click for details
2017-18 , 1 ,CS340A ,THEORY OF COMPUTATION , CSE ,RAGHUNATH TEWARI,135,Click for details
2017-18 , 1 ,CS345 ,ALGORITHMS-II , CSE ,SURENDRA BASWANA,1,Click for details
2017-18 , 1 ,CS345A ,ALGORITHMS -II , CSE ,S BASWANA,137,Click for details
2017-18 , 1 ,CS350A ,PRINCIPLES OF PROGRAMMING LANGAUGES , CSE ,ANIL SETH,19,Click for details
2017-18 , 1 ,CS395A ,UG PROJECT (UGP-I) , CSE ,CONVENER DUGC,12,Click for details
2017-18 , 1 ,CS425A ,COMPUTER NETWORKS , CSE ,DHEERAJ SANGHI,109,Click for details
2017-18 , 1 ,CS498A ,UNDER GRADUATE PROJECT-III , CSE ,CONVENER DUGC,34,Click for details
2017-18 , 1 ,CS499 ,B TECH PROJECT , CSE ,CONVENER DUGC,1,Click for details
2017-18 , 1 ,CS601A ,MATHEMATICS FOR COMPUTER SCIENCE , CSE ,SOMENATH BISWAS,72,Click for details
2017-18 , 1 ,CS602A ,DESIGN AND ANALYSIS OF ALGORITHMS , CSE ,COURSE DROPPED,2,Click for details
2017-18 , 1 ,CS632A ,TOPICS IN DISTRIBUTED SYSTEMS , CSE ,R K GHOSH,8,Click for details
2017-18 , 1 ,CS640A ,COMPUTATIONAL COMPLEXITY , CSE ,NITIN SAXENA,16,Click for details
2017-18 , 1 ,CS647A ,ADVANCED TOPICS IN ALGORITHMS &amp; DATA STRCUTURES , CSE ,SANJEEV SAXENA,42,Click for details
2017-18 , 1 ,CS652A ,COMPUTER AIDED VERIFICATION , CSE ,INDRANIL SAHA,14,Click for details
2017-18 , 1 ,CS673A ,MACHINE TRANSLATION , CSE ,AJAI JAIN,8,Click for details
2017-18 , 1 ,CS682A ,QUANTUM COMPUTING , CSE ,RAJAT MITTAL,34,Click for details
2017-18 , 1 ,CS686A ,DATA-DRIVEN PROGRAM ANALYSIS , CSE ,SUBHAJIT ROY,17,Click for details
2017-18 , 1 ,CS697A ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DPGC,0
2017-18 , 1 ,CS698C ,DATA DRIVEN PROGRAM ANALYSIS , CSE ,COURSE DROPPED,0
2017-18 , 1 ,CS698D ,TOPICS IN DATA COMPRESSION , CSE ,S NANDAKUMAR,5,Click for details
2017-18 , 1 ,CS698F ,ADVANCED DATA MANAGEMENT , CSE ,MEDHA ATRE,4,Click for details
2017-18 , 1 ,CS698O ,VISUAL RECOGNITION , CSE ,VINAY NAMBOODIRI,67,Click for details
2017-18 , 1 ,CS698W ,TOPICS IN GAME THEORY AND COLLECTIVE CHOICE , CSE ,SWAPRAVA NATH,27,Click for details
2017-18 , 1 ,CS698Y ,MODERN MEMORY SYSTEMS , CSE ,BISWABANDAN PANDA,8,Click for details
2017-18 , 1 ,CS698Z ,LINUX KERNEL PROGRAMMING , CSE ,SUMIT GANGULY,29,Click for details
2017-18 , 1 ,CS699 ,M TECH THESIS , CSE ,CONVENER DPGC,64,Click for details
2017-18 , 1 ,CS738A ,ADVANCED COMPILER OPTIMIZATIONS , CSE ,AMEY KARKARE,3,Click for details
2017-18 , 1 ,CS771A ,INTRODUCTION TO MACHINE LEARNING , CSE ,PURUSHOTTAM KAR,260,Click for details
2017-18 , 1 ,CS772A ,PROBABILISTIC MACHINE LEARNING , CSE ,PIYUSH RAI,71,Click for details
2017-18 , 1 ,CS797 ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DPGC,0
2017-18 , 1 ,CS797A ,SPECIAL TOPICS IN COMPUTER SCIENCE , CSE ,CONVENER DPGC,1,Click for details
2017-18 , 1 ,CS799 ,PHD THESIS , CSE ,CONVENER DPGC,49,Click for details
2017-18 , 1 ,CS899 ,MS - RESEARCH THESIS , CSE ,CONVENER DPGC,4,Click for details
2017-18 , 2 ,CE242A ,CIVIL ENGINEERING MATERIALS , CE ,VINAY KUMAR  GUPTA,102,Click for details
2017-18 , 2 ,CE262A ,ENGINEERING HYDRAULICS , CE ,RAJESH  SRIVASTAVA,102,Click for details
2017-18 , 2 ,CE272A ,STRUCTURAL ANALYSIS , CE ,SUPARNO MUKHOPADHYAY,105,Click for details
2017-18 , 2 ,CE332A ,SURVEY CAMP , CE ,ONKAR  DIKSHIT,49,Click for details
2017-18 , 2 ,CE352A ,FOUNDATION DESIGN , CE ,NIHAR RANJAN  PATRA,110,Click for details
2017-18 , 2 ,CE372A ,REINFORCED CEMENT CONCRETE DESIGN , CE ,DURGESH C  RAI,115,Click for details
2017-18 , 2 ,CE382A ,TRANSPORTATION ENGINEERING , CE ,PARTHA  CHAKROBORTY,129,Click for details
2017-18 , 2 ,CE412A ,WATER SUPPLY AND WASTEWATER DISPOSAL SYSTEMS , CE ,MUKESH  SHARMA,100,Click for details
2017-18 , 2 ,CE462A ,HYDRAULIC AND HYDROLOGIC DESIGN , CE ,SHIVAM TRIPATHI,59,Click for details
2017-18 , 2 ,CE491A ,UNDER GRADUATE RESEARCH -I , CE ,SUDIB KUMAR MISHRA,18,Click for details
2017-18 , 2 ,CE492A ,UNDER GRADUATE RESEARCH -II , CE ,SUDIB KUMAR MISHRA,15,Click for details
2017-18 , 2 ,CE493A ,UNDER GRADUATE RESEARCH -III , CE ,SUDIB KUMAR MISHRA,3,Click for details
2017-18 , 2 ,CE612A ,FLUID MECHANICS LABORATORY , CE ,SAUMYEN  GUHA,11,Click for details
2017-18 , 2 ,CE613A ,COMPUTER METHODS IN HYDRAULICS AND HYDROLOGY , CE ,RICHA  OJHA,13,Click for details
2017-18 , 2 ,CE615A ,INTRODUCTION AI TECHNIQUES , CE ,ASHU  JAIN,12,Click for details
2017-18 , 2 ,CE617A ,ADVANCED MODELING OF SUBSURFACE FLOW AND TRANSPORT , CE ,SAUMYEN  GUHA,10,Click for details
2017-18 , 2 ,CE622A ,STABILITY OF STRUCTURES , CE ,SUDIB KUMAR MISHRA,12,Click for details
2017-18 , 2 ,CE623A ,EXPERIMENTAL METHODS IN STRUCTURL ENGINEERING , CE ,SAMIT  RAY CHAUDHURI,14,Click for details
2017-18 , 2 ,CE628A ,DURABILITY OF CONCRETE STRUCTURES , CE ,SUDHIR MISRA,27,Click for details
2017-18 , 2 ,CE629A ,EARTHQUAKE ANALYSIS AND DESIGN OF STRUCTURES , CE ,Chinmoy Kolay,12,Click for details
2017-18 , 2 ,CE630A ,ROCK MECHANICS , CE ,ARGHYA DAS,36,Click for details
2017-18 , 2 ,CE632A ,FOUNDATION ANALYSIS AND DESIGN , CE ,NIHAR RANJAN  PATRA,11,Click for details
2017-18 , 2 ,CE642A ,LABORATORY COURSE IN INFRASTRUCTURE ENGINEERING AND MANAGEMENT , CE ,HARISH K V,15,Click for details
2017-18 , 2 ,CE643B ,INFRASTRUCTURE FINANCING , CE ,HARISH K V,61,Click for details
2017-18 , 2 ,CE645A ,BASIC QUALITY AND SAFETY MANAGEMENT IN CONSTRUCTION , CE ,SUDHIR MISRA,21,Click for details
2017-18 , 2 ,CE647A ,CONSTRUCTION METHODS , CE ,SUDHIR MISRA,25,Click for details
2017-18 , 2 ,CE667A ,PRINCIPLES OF ENVIROMENTAL MANAGEMENT , CE ,VINOD  TARE,23,Click for details
2017-18 , 2 ,CE668A ,ENVIRONMENTAL QUALITY &amp; POLLUTION MONITORING TECHNIQUES , CE ,VINOD  TARE,17,Click for details
2017-18 , 2 ,CE669A ,ATMOSPHERIC PHYSICS AND CHEMISTRY , CE ,SACHCHIDANAND  TRIPATHI,33,Click for details
2017-18 , 2 ,CE672A ,MACHINE PROCESSING OF REMOTELY SENSED DATA , CE ,ONKAR  DIKSHIT,10,Click for details
2017-18 , 2 ,CE673A ,"INSTRUMENTATION, LABORATORY AND FIELD PRACTICES IN GEOINFORMATICS ", CE ,ONKAR  DIKSHIT,7,Click for details
2017-18 , 2 ,CE674A ,GLOBAL NAVIGATION SATELLITE SYSTEMS(GNSS) , CE ,NAGARAJAN BALASUBRAMANIAN,14,Click for details
2017-18 , 2 ,CE684B ,PAVEMENT DESIGN , CE ,ANIMESH  DAS,7,Click for details
2017-18 , 2 ,CE685A ,URBAN TRANSPORTATION , CE ,VINOD VASUDEVAN,19,Click for details
2017-18 , 2 ,CE698A ,M.TECH SEMINAR 2 , CE ,SHIVAM TRIPATHI,71,Click for details
2017-18 , 2 ,CE699 ,M. TECH THESIS , CE ,SHIVAM TRIPATHI,76,Click for details
2017-18 , 2 ,CE725A ,VIBRATION BASED STRUCTURAL HEALTH MONITORING FOR CE APPLICATIONS , CE ,SUPARNO MUKHOPADHYAY,11,Click for details
2017-18 , 2 ,CE731A ,RISK &amp; RELIABILITY IN GEOTECHNICAL ENGINEERING , CE ,PRISHATI  RAYCHOWDHURY,50,Click for details
2017-18 , 2 ,CE760A ,SURFACE WATER QUALITY MODELING , CE ,ABHAS SINGH,21,Click for details
2017-18 , 2 ,CE762B ,ATMOSPHERIC MODELING , CE ,SACHCHIDANAND  TRIPATHI,17,Click for details
2017-18 , 2 ,CE763A ,SOLID AND HAZARDOUS WASTE MANAGEMENT , CE ,PURNENDU  BOSE,26,Click for details
2017-18 , 2 ,CE764A ,ENVIRONMENT TOXICOLOGY AND RISK ASSESSMENT , CE ,TARUN  GUPTA,16,Click for details
2017-18 , 2 ,CE765B ,INDUSTRIAL WASTE MANAGEMENT , CE ,MUKESH  SHARMA,22,Click for details
2017-18 , 2 ,CE766A ,AGRICULTURAL SUSTAINABILITY AND CLIMATE CHANGE , CE ,ANUBHA  GOEL,70,Click for details
2017-18 , 2 ,CE767B ,SOLIDE-WATER INTERFACIAL PROCESSES , CE ,ABHAS SINGH,11,Click for details
2017-18 , 2 ,CE780A ,LABORATORY COURSE IN TRANSPORTATION ENGINEERING , CE ,PARTHA CHAKROBORTY,8,Click for details
2017-18 , 2 ,CE791A ,LITERATURE SEARCH AND REVIEW , CE ,SHIVAM TRIPATHI,3,Click for details
2017-18 , 2 ,CE792A ,SCIENTIFIC WRITING SKILLS , CE ,SHIVAM TRIPATHI,2,Click for details
2017-18 , 2 ,CE793A ,SCIENTIFIC PRASENTATION SKILLS , CE ,SHIVAM TRIPATHI,2,Click for details
2017-18 , 2 ,CE794A ,"SCIENTIFIC DATA ANALYSIS, PRESENTATION AND INTERPRETATION ", CE ,SHIVAM TRIPATHI,2,Click for details
2017-18 , 2 ,CE797A ,PHD SEMINAR I , CE ,SHIVAM TRIPATHI,14,Click for details
2017-18 , 2 ,CE798A ,PHD SEMINAR II , CE ,SHIVAM TRIPATHI,7,Click for details
2017-18 , 2 ,CE799 ,PHD THESIS , CE ,SHIVAM TRIPATHI,95,Click for details
2017-18 , 2 ,CE898A ,MS RESEARCH SEMINAR II , CE ,SHIVAM TRIPATHI,6,Click for details
2017-18 , 2 ,CE899 ,MS - RESEARCH THESIS , CE ,SHIVAM TRIPATHI,11,Click for details
2017-18 , 2 ,CGS603A ,METHODS AND TOOLS IN COGNITIVE SCIENCE , CGS ,ARK VERMA,8,Click for details
2017-18 , 2 ,CGS702A ,PROJECT , CGS ,HARISH CHANDRA  KARNICK,5,Click for details
2017-18 , 2 ,CHE211A ,FLUID MECHANICS AND ITS APPLICATION , CHE ,RAGHVENDRA  SINGH,80,Click for details
2017-18 , 2 ,CHE221A ,CHEMICAL ENGINEERING THERMODYNAMICS , CHE ,YOGESH MORESHWAR  JOSHI,87,Click for details
2017-18 , 2 ,CHE261A ,CHEMICAL PROCESS INDUSTRIES , CHE ,ANIMANGSU  GHATAK,81,Click for details
2017-18 , 2 ,CHE331A ,CHEMICAL REACTION ENGINEERING , CHE ,RAJU KUMAR GUPTA,86,Click for details
2017-18 , 2 ,CHE349A ,UG PROJECT (UGP-I) , CHE ,ANURAG TRIPATHI,4,Click for details
2017-18 , 2 ,CHE381A ,PROCESS CONTROL , CHE ,NAVEEN TIWARI,84,Click for details
2017-18 , 2 ,CHE391A ,UNIT OPERATION LABORATORY -I , CHE ,RAGHVENDRA  SINGH,74,Click for details
2017-18 , 2 ,CHE398A ,UG PROJECT II , CHE ,ANURAG TRIPATHI,21,Click for details
2017-18 , 2 ,CHE463A ,ELECTRONIC POLYMERIC &amp; CERAMIC MATERIALS &amp; PROCESSING , CHE ,SRI  SIVAKUMAR,15,Click for details
2017-18 , 2 ,CHE497A ,UNDER GRADUATE PROJECT-III , CHE ,ANURAG TRIPATHI,2,Click for details
2017-18 , 2 ,CHE498A ,UNDER GRADUATE PROJECT IV , CHE ,ANURAG TRIPATHI,7,Click for details
2017-18 , 2 ,CHE611A ,TRANSPORT PHENOMENA , CHE ,ANURAG TRIPATHI,70,Click for details
2017-18 , 2 ,CHE621A ,THERMODYNAMICS , CHE ,RAJ GANESH S  PALA,77,Click for details
2017-18 , 2 ,CHE623A ,THERMODYNAMICS OF FLUIDS AND FLUID MIXTURES , CHE ,JAYANT K SINGH,7,Click for details
2017-18 , 2 ,CHE626A ,PRACTICAL INTRO. TO QUANTUM MECHANICAL METHODS FOR SCIENTISTS &amp; ENGINEERS , CHE ,Vishal  Agarwal,7,Click for details
2017-18 , 2 ,CHE633A ,PRINCIPLES OF HETEROGENEOUS CATALYSIS , CHE ,GOUTAM  DEO,12,Click for details
2017-18 , 2 ,CHE642A ,NUMERICAL METHODS IN CHEMICAL ENGINEERING , CHE ,SANJEEV  GARG,8,Click for details
2017-18 , 2 ,CHE646A ,MULTI PHASE TRANSPORT , CHE ,NISHITH  VERMA,9,Click for details
2017-18 , 2 ,CHE659A ,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION , CHE ,SIDDHARTHA  PANDA,59,Click for details
2017-18 , 2 ,CHE677A ,INTRODUCTION TO PHYSICS OF POLYMERIC SYSTEM , CHE ,Rahul  Mangal,29,Click for details
2017-18 , 2 ,CHE679A ,SPECIAL TOPICS , CHE ,INDRANIL SAHA DALAL,5,Click for details
2017-18 , 2 ,CHE681A ,ADVANCED PROCESS DYNAMICS &amp; CONTROL , CHE ,NITIN  KAISTHA,10,Click for details
2017-18 , 2 ,CHE688A ,FUNDM. OF COLLOID &amp; INTERFACE SCI. &amp; TECH. , CHE ,VISWANATHAN  SHANKAR,57,Click for details
2017-18 , 2 ,CHE699 ,M TECH THESIS , CHE ,NITIN  KAISTHA,51,Click for details
2017-18 , 2 ,CHE702A ,M TECH SEMINAR , CHE ,ANIMANGSU  GHATAK,42,Click for details
2017-18 , 2 ,CHE799 ,PHD THESIS , CHE ,NITIN  KAISTHA,76,Click for details
2017-18 , 2 ,CHE802A ,PHD SEMINAR , CHE ,R P   CHHABRA,6,Click for details
2017-18 , 2 ,CHE899 ,MS - RESEARCH THESIS , CHE ,NITIN  KAISTHA,4,Click for details
2017-18 , 2 ,CHM101A ,CHEMISTRY LABORATORY , CHM ,JITENDRA   BERA,423,Click for details
2017-18 , 2 ,CHM102A ,GENERAL CHEMISTRY , CHM ,ANAND SINGH,838,Click for details
2017-18 , 2 ,CHM202A ,BASIC ORGANIC CHEMISTRY -II , CHM ,M L N  RAO,20,Click for details
2017-18 , 2 ,CHM222A ,BASIC PHYSICAL CHEMISTRY , CHM ,DASARI L V K PRASAD,18,Click for details
2017-18 , 2 ,CHM242A ,BASIC INORGANIC CHEMISTRY , CHM ,BASKER SUNDARARAJU,37,Click for details
2017-18 , 2 ,CHM322A ,PHYSICAL CHEMISTRY -II , CHM ,THIRUVANCHERIL G GOPAKUMAR,68,Click for details
2017-18 , 2 ,CHM342A ,INORGANIC CHEMISTRY -II , CHM ,R N MUKHERJEE,60,Click for details
2017-18 , 2 ,CHM344A ,INORGANIC CHEMISTRY LABORATORY EXPERIMENTS , CHM ,ASHIS KUMAR PATRA,19,Click for details
2017-18 , 2 ,CHM392A ,UG PROJECT II , CHM ,DEBABRATA  GOSWAMI,12,Click for details
2017-18 , 2 ,CHM402A ,ORGANIC CHEMISTRY II , CHM ,Y D   VANKAR,57,Click for details
2017-18 , 2 ,CHM443A ,INORGANIC CHEMISTRY LAB , CHM ,RAJA ANGAMUTHU,44,Click for details
2017-18 , 2 ,CHM481A ,BIOSYSTEMS , CHM ,R  GURUNATH,52,Click for details
2017-18 , 2 ,CHM492A ,UG PROJECT IV , CHM ,DEBABRATA  GOSWAMI,2,Click for details
2017-18 , 2 ,CHM599 ,MS PROJECT , CHM ,DEBABRATA  GOSWAMI,3,Click for details
2017-18 , 2 ,CHM602A ,ADVANCED ORGANIC CHEMISTRY II , CHM ,RAMESH  RAMAPANICKER,11,Click for details
2017-18 , 2 ,CHM612A ,FRONTIERS IN ORGANIC CHEMISTRY , CHM ,MANAS KUMAR  GHORAI,24,Click for details
2017-18 , 2 ,CHM631A ,APPLICATIONS OF MODERN INSTRUMENTAL METHODS , CHM ,J  NARASIMHA MOORTHY,8,Click for details
2017-18 , 2 ,CHM636A ,PHYSICAL PHOTOCHEMISTRY , CHM ,MANABENDRA CHANDRA,20,Click for details
2017-18 , 2 ,CHM646A ,BIO-INORGANIC CHEMISTRY , CHM ,SANKAR PRASAD  RATH,44,Click for details
2017-18 , 2 ,CHM650 ,STATISTICAL MECHANICS &amp; ITS APPL. TO CHEMISTRY , CHM ,KESHAVAMURTHY  SRIHARI,1,Click for details
2017-18 , 2 ,CHM650A ,STATISTICAL MECHANICS &amp; ITS APPL. TO CHEMISTRY , CHM ,KESHAVAMURTHY  SRIHARI,10,Click for details
2017-18 , 2 ,CHM651A ,CRYSTAL AND MOLECULAR STRUCTURE DETERMINATION , CHM ,P K  BHARADWAJ,31,Click for details
2017-18 , 2 ,CHM655A ,ORGANOMETALLIC CHEMISTRY AND CATALYSIS , CHM ,ANANTHARAMAN  GANAPATHI,9,Click for details
2017-18 , 2 ,CHM662A ,CHEMISTRY OF NATURAL PRODUCTS , CHM ,VEEJENDRA KUMAR  YADAV,0
2017-18 , 2 ,CHM684A ,COMPUTER PROGRAMMING FOR CHEMISTRY , CHM ,S  MANOGARAN,22,Click for details
2017-18 , 2 ,CHM695A ,MOLECULAR MODELLING IN CHEMISTRY , CHM ,NISANTH N  NAIR,13,Click for details
2017-18 , 2 ,CHM698A ,CHEMISTRY OF DRUG DESIGN AND METABOLISM , CHM ,SANDEEP  VERMA,8,Click for details
2017-18 , 2 ,CHM700 ,PROJECT , CHM ,DEBABRATA  GOSWAMI,39,Click for details
2017-18 , 2 ,CHM799 ,RESEARCH , CHM ,MANAS KUMAR  GHORAI,210,Click for details
2017-18 , 2 ,CHM800 ,GENERAL SEMINAR , CHM ,MANAS KUMAR  GHORAI,85,Click for details
2017-18 , 2 ,CHM800A ,GENERAL SEMINAR , CHM ,MANAS KUMAR  GHORAI,124,Click for details
2017-18 , 2 ,CHM801 ,GRADUATE SEMINAR , CHM ,MANAS KUMAR  GHORAI,79,Click for details
2017-18 , 2 ,CHM801A ,GRADUATE SEMINAR , CHM ,MANAS KUMAR  GHORAI,130,Click for details
2017-18 , 2 ,COM200 ,COMMUNICATION SKILLS: COMPOSITION , COM ,SUDHARSHANA N P,233,Click for details
2017-18 , 2 ,CS220A ,COMPUTER ORGANIZATION , CSE ,MAINAK  CHAUDHURI,134,Click for details
2017-18 , 2 ,CS251A ,COMPUTING LABORATORY-I , CSE ,Debadatta Mishra,111,Click for details
2017-18 , 2 ,CS315 ,PRINCIPLES OF DATA BASE SYSTEMS , CSE ,MEDHA  ATRE,0
2017-18 , 2 ,CS315A ,PRINCIPLES OF DATA BASE SYSTEMS , CSE ,MEDHA  ATRE,121,Click for details
2017-18 , 2 ,CS335 ,COMPILER DESIGN , CSE ,SUBHAJIT  ROY,2,Click for details
2017-18 , 2 ,CS335A ,COMPILER DESIGN , CSE ,SUBHAJIT  ROY,137,Click for details
2017-18 , 2 ,CS360A ,INTRODUCTION TO COMPUTER GRAPHICS , CSE ,VINAY P  NAMBOODIRI,44,Click for details
2017-18 , 2 ,CS396A ,UG PROJECT (UGP-II) , CSE ,NITIN  SAXENA,35,Click for details
2017-18 , 2 ,CS422A ,COMPUTER ARCHITECTURE , CSE ,Biswabandan Panda,14,Click for details
2017-18 , 2 ,CS433A ,PARALLEL PROGRAMMING , CSE ,AJAI  JAIN,0
2017-18 , 2 ,CS499A ,UNDER GRADUATE PROJECT-IV , CSE ,NITIN  SAXENA,1,Click for details
2017-18 , 2 ,CS602A ,DESIGN AND ANALYSIS OF ALGORITHMS , CSE ,NITIN  SAXENA,71,Click for details
2017-18 , 2 ,CS625A ,ADVANCED COMPUTER NETWORKS , CSE ,DHEERAJ  SANGHI,5,Click for details
2017-18 , 2 ,CS628A ,COMPUTER SYSTEMS SECURITY , CSE ,SANDEEP KUMAR  SHUKLA,81,Click for details
2017-18 , 2 ,CS635A ,APPROXIMATION ALGORITHMS , CSE ,SHASHANK K  MEHTA,8,Click for details
2017-18 , 2 ,CS641A ,MODERN CRYPTOLOGY , CSE ,MANINDRA  AGRAWAL,48,Click for details
2017-18 , 2 ,CS648A ,RANDOMIZED ALGORITHMS , CSE ,SURENDER  BASWANA,34,Click for details
2017-18 , 2 ,CS653A ,FUNCTIONAL PROGRAMMING , CSE ,AMEY  KARKARE,50,Click for details
2017-18 , 2 ,CS654 ,SOFTWARE ARCHITECTURE , CSE ,T V  PRABHAKAR,1,Click for details
2017-18 , 2 ,CS654A ,SOFTWARE ARCHITECTURE , CSE ,T V  PRABHAKAR,24,Click for details
2017-18 , 2 ,CS656A ,ALGORITHMIC GAME THEORY , CSE ,SUNIL EASAW  SIMON,17,Click for details
2017-18 , 2 ,CS657A ,INFORMATION RETRIVAL , CSE ,ARNAB  BHATTACHARYA,62,Click for details
2017-18 , 2 ,CS663A ,COMPUTATIONAL GEOMETRY , CSE ,SANJEEV  SAXENA,21,Click for details
2017-18 , 2 ,CS671A ,INTRODUCTION TO NATURAL LANGUAGE PROCESSING , CSE ,HARISH CHANDRA  KARNICK,227,Click for details
2017-18 , 2 ,CS698A ,SELECTED AREAS OF MECHANISM DESIGN , CSE ,Swaprava Nath,10,Click for details
2017-18 , 2 ,CS698B ,LINEAR ALGEBRA TOOLS FOR THEORETICAL COMPUTER SCIENCE , CSE ,RAJAT  MITTAL,16,Click for details
2017-18 , 2 ,CS698C ,SKETCHING IN NUMERICAL ALGEBRA , CSE ,SUMIT  GANGULY,10,Click for details
2017-18 , 2 ,CS698E ,TOPICS IN COMPUTER ARCHITECTURE AND OPERATING SYSTEMS , CSE ,Biswabandan Panda,6,Click for details
2017-18 , 2 ,CS698P ,APPLICATIONS OF MARKOV CHAINS IN CO AND EVOLUTIONARY DYNAMICS , CSE ,SOMENATH  BISWAS,23,Click for details
2017-18 , 2 ,CS698X ,TOPICS IN PROBABILISTIC MODELING AND INFERENCE , CSE ,PIYUSH  RAI,40,Click for details
2017-18 , 2 ,CS699 ,M TECH THESIS , CSE ,SUMIT  GANGULY,113,Click for details
2017-18 , 2 ,CS750A ,"PROGRAMS, PROOFS AND TYPES ", CSE ,ANIL  SETH,4,Click for details
2017-18 , 2 ,CS777A ,TOPICS IN LEARNING THEORY , CSE ,PURUSHOTTAM  KAR,19,Click for details
2017-18 , 2 ,CS786A ,COMPUTATIONAL COGNITIVE SCIENCE , CSE ,Nisheeth  Srivastava,67,Click for details
2017-18 , 2 ,CS799 ,PHD THESIS , CSE ,SUMIT  GANGULY,49,Click for details
2017-18 , 2 ,CS899 ,MS - RESEARCH THESIS , CSE ,SUMIT  GANGULY,8,Click for details
2017-18 , 2 ,CSO202A ,"ATOMS, MOLECULES AND PHOTONS ", CHM ,MADHAV  V  RANGANATHAN,160,Click for details
2017-18 , 1 ,DES601A ,DESIGN THEORY , MDES ,COURSE DROPPED,0
2017-18 , 1 ,DES602A ,DESIGN PRACTICE I , MDES ,SHANTANU BHATTACHARYA,21,Click for details
2017-18 , 1 ,DES604A ,DESIGN THINKING &amp; RESEARCH METHODS , MDES ,SATYAKI ROY,27,Click for details
2017-18 , 1 ,DES681A ,DESIGN PROJECT I , MDES ,DEEPU PHILIP,16,Click for details
2017-18 , 1 ,DES698A ,SPECIAL STUDIES/PROJECT COURSES IN DESIGN , MDES ,MAINAK DAS,15,Click for details
2017-18 , 1 ,DES699 ,M DES THESIS , MDES ,CONVENER DPGC,19,Click for details
2017-18 , 1 ,DES799 ,PH.D THESIS , MDES ,CONVENER DPGC,24,Click for details
2017-18 , 2 ,DES601A ,DESIGN THEORY , MDES ,SHATARUPA THAKURTA  ROY,16,Click for details
2017-18 , 2 ,DES603A ,DESIGN PRACTICE II , MDES ,SHANTANU  BHATTACHARYA,28,Click for details
2017-18 , 2 ,DES623A ,TOPICS IN MOTION PICTURES , MDES ,SATYAKI  ROY,17,Click for details
2017-18 , 2 ,DES681A ,DESIGN PROJECT I , MDES ,SHANTANU  BHATTACHARYA,4,Click for details
2017-18 , 2 ,DES682A ,DESIGN PROJECT II , MDES ,JANAKARAJAN  RAMKUMAR,16,Click for details
2017-18 , 2 ,DES699 ,M DES THESIS , MDES ,MAINAK  DAS,16,Click for details
2017-18 , 2 ,DES799 ,PH.D THESIS , MDES ,MAINAK  DAS,27,Click for details
