ACADEMIC YEAR , SEM, COURSE NAME , COURSE TITLE , DEPT , INSTRUCTOR NAME, REGIST, DETAILS
2017-18 , 1 ,AE673A ,ROCKET AND MISSILE STRUCTURES , AE ,SUDHIR KAMLE,91,Click for details
2017-18 , 1 ,AE678A ,THEORY OF VIBRATIONS , AE ,C VENKATESAN,0
2017-18 , 1 ,AE682A ,ANALYSIS & COMPOSITE STRUCTURES , AE ,P D MANGALGIRI,9,Click for details
2017-18 , 1 ,AE686A ,HELICOPTER THEORY : DYNAMICS AND AEROELASTICITY , AE ,ABHISHEK,21,Click for details
2017-18 , 1 ,AE688A ,DYNAMICS AND VIBRATION , AE ,G M KAMATH,11,Click for details
2017-18 , 1 ,AE699 ,M TECH THESIS , AE ,CONVENER DPGC,72,Click for details
2017-18 , 1 ,AE704A ,DEFORMATION AND FRACTURE , AE ,R KITEY (OE),13,Click for details
2017-18 , 1 ,AE799 ,PHD THESIS , AE ,CONVENER DPGC,89,Click for details
2017-18 , 1 ,ART105A ,INTRODUCTION TO THE ART OF VIDEO MAKING , HSS ,SATYAKI ROY (HSS11),122,Click for details
2017-18 , 1 ,ART106A ,ELEMENTS OF VISUAL REPRESENTATION , HSS ,RITWIJ BHOWMIK,52,Click for details
2017-18 , 1 ,ART411A ,PRINCIPLES OF COMMUNICATION DESIGN , HSS ,K P PATIL (HS2),144,Click for details
2017-18 , 1 ,ART706A ,VISUAL ETHNOGRAPHY , HSS ,SATYAKI ROY,7,Click for details
2017-18 , 1 ,ART707A ,INTRODUCTION TO CHINESE CINEMA , HSS ,RITWIJ BHOWMIK,26,Click for details
2017-18 , 1 ,ART708A ,RESEARCH METHODS IN VISUAL CULTURE , HSS ,KOUMUDI PATIL,4,Click for details
2017-18 , 2 ,AE211A ,INCOMPRESSIBLE AERODYNAMICS , AE ,SANJAY  MITTAL,58,Click for details
2017-18 , 2 ,AE251A ,EXPERIMENTS IN AEROSPACE ENGINEERING-I , AE ,KAMAL  PODDAR,60,Click for details
2017-18 , 2 ,AE322A ,FLIGHT MECHANICS- II , AE ,Raghavendra Kukillaya,52,Click for details
2017-18 , 2 ,AE341A ,AEROSPACE PROPULSION , AE ,Ajay  Singh,52,Click for details
2017-18 , 2 ,AE351A ,EXPERIMENTS IN AEROSPACE ENGINEERING -II , AE ,ABHIJIT  KUSHARI,52,Click for details
2017-18 , 2 ,AE361A ,AEROMODEL DESIGN & FABRICATION , AE ,DEBOPAM  DAS,53,Click for details
2017-18 , 2 ,AE421A ,EXPERIMENTS IN FLIGHT MECHANICS , AE ,A K    GHOSH,49,Click for details
2017-18 , 2 ,AE462A ,AIRCRAFT DESIGN-II , AE ,Gopalakrishna M Kamath,49,Click for details
2017-18 , 2 ,AE471A ,B TECH PROJECT , AE ,SANJAY  KUMAR,12,Click for details
2017-18 , 2 ,AE472A ,UNDERGRADUATE PROJECT III , AE ,SANJAY  KUMAR,11,Click for details
2017-18 , 2 ,AE604A ,COMPUTATIONAL FLUID MECHANICS , AE ,T K  SENGUPTA,26,Click for details
2017-18 , 2 ,AE608A ,HEAT TRANSFER IN AEROSPACE APPLICATIONS , AE ,RAKESH  KUMAR,38,Click for details
2017-18 , 2 ,AE612A ,AERODYNAMICS II , AE ,Mohammed Ibrahim Sugarno,15,Click for details
2017-18 , 2 ,AE621A ,TURBULENCE , AE ,ALAKESH CHANDRA  MANDAL,50,Click for details
2017-18 , 2 ,AE625A ,TRANSITION AND TURBULENCE , AE ,T K  SENGUPTA,5,Click for details
2017-18 , 2 ,AE640A ,AUTONOMOUS NAVIGATION , AE ,MANGAL  KOTHARI,41,Click for details
2017-18 , 2 ,AE641A ,SPACE DYNAMICS-I , AE ,ASHISH  TIWARI,22,Click for details
2017-18 , 2 ,AE648A ,FLIGHT STABILITY AND CONTROL , AE ,Subrahmanyam Saderla,7,Click for details
2017-18 , 2 ,AE658A ,NUMERICAL MODELING OF CHEMICALLY REACTING FLOWS , AE ,ASHOKE  DE,20,Click for details
2017-18 , 2 ,AE660A ,PRELIMINARY DESIGN OF HELICOPTER , AE ,ABHISHEK,10,Click for details
2017-18 , 2 ,AE662A ,ROCKET ENGINE DESIGN , AE ,D P  MISHRA,5,Click for details
2017-18 , 2 ,AE666A ,COMBUSTION DIAGNOSTICS , AE ,ABHIJIT  KUSHARI,45,Click for details
2017-18 , 2 ,AE667A ,NANO PARTICLE AEROSOL DYNAMICS , AE ,VAIBHAV  KUMAR  ARGHODE,11,Click for details
2017-18 , 2 ,AE675A ,INTRODUCTION TO FINITE ELEMENT METHODS , AE ,Pritam  Chakraborty,59,Click for details
2017-18 , 2 ,AE678A ,THEORY OF VIBRATIONS , AE ,C  VENKATESAN,18,Click for details
2017-18 , 2 ,AE681A ,COMPOSITE MATERIALS , AE ,P M  MOHITE,23,Click for details
2017-18 , 2 ,AE684A ,AIRCRAFT MATERIALS AND PROCESSES , AE ,SUDHIR  KAMLE,91,Click for details
2017-18 , 2 ,AE687A ,AEROSPACE STRUC ANALYSIS II , AE ,RAJESH  KITEY,12,Click for details
2017-18 , 2 ,AE693A ,AIRCRAFT SRUCTURAL INTEGRITY , AE ,PRAKASH D  MANGALGIRI,3,Click for details
2017-18 , 2 ,AE694A ,ACOUSTICS IN FLUIDS , AE ,SATHESH  MARIAPPAN,14,Click for details
2017-18 , 2 ,AE696A ,"INSTRUMENTATION, MEASUREMENTS AND EXPERIMENTS IN FLUIDS ", AE ,E  RATHAKRISHNAN,37,Click for details
2017-18 , 2 ,AE698A ,INTRO TO VIRTUAL INSTRUMENTATION , AE ,KAMAL  PODDAR,30,Click for details
2017-18 , 2 ,AE699 ,M TECH THESIS , AE ,RAJESH  KITEY,82,Click for details
2017-18 , 2 ,AE799 ,PHD THESIS , AE ,RAJESH  KITEY,93,Click for details
2017-18 , 2 ,ART105A ,INTRODUCTION TO THE ART OF VIDEO MAKING , HSS ,SATYAKI  ROY,181,Click for details
2017-18 , 2 ,ART401A ,APPRECIATING FAR-EASTERN CINEMA , HSS ,RITWIJ BHOWMIK,101,Click for details
2017-18 , 2 ,ART402 ,MODERN ART , HSS ,KOUMUDI  PATIL,1,Click for details
2017-18 , 2 ,ART402A ,MODERN ART , HSS ,KOUMUDI  PATIL,74,Click for details
2017-18 , 2 ,ART703A ,STUDIO ART PRACTICES , HSS ,RITWIJ BHOWMIK,16,Click for details
2017-18 , 2 ,ART709A ,TOPICS IN INDIAN FOLK ART , HSS ,SHATARUPA THAKURTA  ROY,1,Click for details
2017-18 , 2 ,ART710A ,INDIVIDUAL PROJECT , HSS ,KOUMUDI  PATIL,0
2017-18 , 1 ,BSE211A ,"ORGAN SYSTEM, PHYSIOLOGY AND ANATOMY ", BSBE ,MAINAK DAS,36,Click for details
2017-18 , 1 ,BSE301A ,SCIENTIFIC &amp; PROFESSIONAL COMMUNICATION , BSBE ,PRADIP SINHA,32,Click for details
2017-18 , 1 ,BSE311A ,MOLECULAR CELL BIOLOGY , BSBE ,AMITABHA BANDYOPADHYAY,34,Click for details
2017-18 , 1 ,BSE312A ,MOLECULAR BIOLOGY LAB , BSBE ,BUSHRA ATEEQ,34,Click for details
2017-18 , 1 ,BSE398A ,UG PROJECT (UGP-I) , BSBE ,CONVENER DUGC,7,Click for details
2017-18 , 1 ,BSE399A ,UG PROJECT (UGP-II) , BSBE ,CONVENER DUGC,4,Click for details
2017-18 , 1 ,BSE411A ,BIOMATERIALS , BSBE ,D S KATTI,32,Click for details
2017-18 , 1 ,BSE412A ,"BIOMATERIAL, PHYSIOLOGY &amp; BIO-MEMS LABORATORY ", BSBE ,MAINAK DAS,29,Click for details
2017-18 , 1 ,BSE492A ,"METHODS IN BIOTECHNOLOGY-I, EXPERIMENTAL BIOSEPERATION ", BSBE ,ASHOK KUMAR,22,Click for details
2017-18 , 1 ,BSE498A ,UG PROJECT (UGP-III) , BSBE ,CONVENER DUGC,10,Click for details
2017-18 , 1 ,BSE601A ,PROFESSIONAL COMMUNICATION , BSBE ,S GANESH,25,Click for details
2017-18 , 1 ,BSE611A ,MODERN INSTRUMENTAL METHODS IN BIOLOGICAL SCIENCES , BSBE ,ARUN K SHUKLA,18,Click for details
2017-18 , 1 ,BSE613A ,BIOMATERIALS , BSBE ,D S KATTI,12,Click for details
2017-18 , 1 ,BSE631A ,BIOCHEMISTRY STRUCTURAL BIOLOGY , BSBE ,R SANKARARAMAKRISHNAN,16,Click for details
2017-18 , 1 ,BSE651A ,CELLULAR MOLECULER BIOLOGY , BSBE ,J G RAO,21,Click for details
2017-18 , 1 ,BSE655A ,PHYSIOLOGY , BSBE ,JONAKI SEN,10,Click for details
2017-18 , 1 ,BSE656A ,NEUROBIOLOGY , BSBE ,NITIN GUPTA (OE),73,Click for details
2017-18 , 1 ,BSE699 ,M.TECH THESIS , BSBE ,CONVENER DPGC,19,Click for details
2017-18 , 1 ,BSE701A ,SEMINAR , BSBE ,CONVENER DPGC,13,Click for details
2017-18 , 1 ,BSE702A ,SEMINAR , BSBE ,CONVENER DPGC,13,Click for details
2017-18 , 1 ,BSE799 ,PHD THESIS , BSBE ,CONVENER DPGC,87,Click for details
2017-18 , 2 ,BSE221A ,BIOCHEMISTRY , BSBE ,AMITABHA  BANDYOPADHYAY,44,Click for details
2017-18 , 2 ,BSE222A ,BIOCHEMICAL ENGINEERING , BSBE ,ASHOK  KUMAR,36,Click for details
2017-18 , 2 ,BSE223A ,BIOCHEMISTRY &amp; BIOCHEMICAL ENGINEERING LAB , BSBE ,JAYANDHARAN GIRIDHARA RAO,34,Click for details
2017-18 , 2 ,BSE321A ,STRUCTURAL BIOLOGY , BSBE ,ARUN KUMAR SHUKLA,37,Click for details
2017-18 , 2 ,BSE322A ,BIOINFORMATICS &amp; COMPUTATIONAL BIOLOGY , BSBE ,NITIN GUPTA,67,Click for details
2017-18 , 2 ,BSE399A ,UG PROJECT (UGP-II) , BSBE ,NITIN GUPTA,8,Click for details
2017-18 , 2 ,BSE421A ,TISSUE ENGINEERING , BSBE ,DHIRENDRA S KATTI,34,Click for details
2017-18 , 2 ,BSE499A ,UNDER GRADUATE PROJECT IV , BSBE ,NITIN GUPTA,7,Click for details
2017-18 , 2 ,BSE602A ,LABORATORY METHODS , BSBE ,BUSHRA  ATEEQ,22,Click for details
2017-18 , 2 ,BSE612A ,BIOCHEMICAL ENGINEERING , BSBE ,ASHOK  KUMAR,5,Click for details
2017-18 , 2 ,BSE614A ,TISSUE ENGINEERING , BSBE ,DHIRENDRA S KATTI,2,Click for details
2017-18 , 2 ,BSE615A ,BIOELECTRICITY , BSBE ,MAINAK  DAS,92,Click for details
2017-18 , 2 ,BSE616A ,BIOPHARMACEUTICALS , BSBE ,ASHWANI KUMAR  THAKUR,36,Click for details
2017-18 , 2 ,BSE633A ,BIOINFORMATICS AND COMPUTATIONAL BIOLOGY , BSBE ,RAMASUBBU  S RAMAKRISHNAN,8,Click for details
2017-18 , 2 ,BSE652A ,DEVELOPMENTAL BIOLOGY , BSBE ,JONAKI  SEN,11,Click for details
2017-18 , 2 ,BSE653A ,FUNCTIONAL GENOMICS , BSBE ,BUSHRA  ATEEQ,16,Click for details
2017-18 , 2 ,BSE654A ,HUMAN MOLECULAR GENETICS , BSBE ,SUBRAMANIAM  GANESH,20,Click for details
2017-18 , 2 ,BSE699 ,M.TECH THESIS , BSBE ,BUSHRA  ATEEQ,23,Click for details
2017-18 , 2 ,BSE701A ,SEMINAR , BSBE ,BUSHRA  ATEEQ,19,Click for details
2017-18 , 2 ,BSE702A ,SEMINAR , BSBE ,BUSHRA  ATEEQ,19,Click for details
2017-18 , 2 ,BSE799 ,PHD THESIS , BSBE ,BUSHRA  ATEEQ,91,Click for details
2017-18 , 1 ,CE213A ,INTRODUCTION TO ENVIRONMENTAL SCIENCE , CE ,ANUBHA GOEL (OE),46,Click for details
2017-18 , 1 ,CE241A ,SUSTAINABLE BUILT ENVIRONMENT , CE ,TARUN GUPTA,119,Click for details
2017-18 , 1 ,CE311A ,ENVIRONMENTAL QUALITY AND POLLUTION , CE ,ABHAS SINGH,106,Click for details
2017-18 , 1 ,CE331A ,GEOINFORMATICS , CE ,BHARAT LOHANI,115,Click for details
2017-18 , 1 ,CE341A ,CIVIL ENGINEERING COMMUNICATION SKILLS , CE ,PARTHA CHAKRABORTY,116,Click for details
2017-18 , 1 ,CE351A ,SOIL MECHANICS , CE ,N R PATRA,111,Click for details
2017-18 , 1 ,CE361A ,ENGINEERING HYDROLOGY , CE ,SHIVAM TRIPATHI,114,Click for details
2017-18 , 1 ,CE371A ,DESIGN OF STEEL STRUCTURES , CE ,SAMIT RAY CHAUDHURI,170,Click for details
2017-18 , 1 ,CE441B ,CONSTRUCTION MANAGEMENT , CE ,SUDHIR MISRA,110,Click for details
2017-18 , 1 ,CE451A ,APPLICATION OF GEOTECHNICAL ENGINEERING , CE ,PRIYANKA GHOSH,36,Click for details
2017-18 , 1 ,CE471A ,SPECIAL TOPICS IN STRUCTURAL DESIGN , CE ,SUPARNO MUKHOPADHYAY,6,Click for details
2017-18 , 1 ,CE481A ,TRANSPORTATION FACILITIES DESIGN , CE ,VINOD VASUDEVAN,42,Click for details
2017-18 , 1 ,CE491A ,UNDER GRADUATE RESEARCH -I , CE ,CONVENER DUGC,14,Click for details
2017-18 , 1 ,CE492A ,UNDER GRADUATE RESEARCH -II , CE ,CONVENER DUGC,2,Click for details
2017-18 , 1 ,CE493A ,UNDER GRADUATE RESEARCH -IV , CE ,CONVENER DUGC,0
2017-18 , 1 ,CE603A ,MATHEMATICS FOR CIVIL ENGINEERS , CE ,PRISHATI ROYCHOWDHURY,50,Click for details
2017-18 , 1 ,CE604A ,NUMERICAL METHODS FOR CIVIL ENGINEERS , CE ,S N TRIPATHI,59,Click for details
2017-18 , 1 ,CE605A ,PROBABILITY AND STATISTICS FOR CIVIL ENGINEERS , CE ,MUKESH SHARMA,54,Click for details
2017-18 , 1 ,CE606A ,OPTIMIZATION METHODS FOR CIVIL ENGINEERS , CE ,PARTHA CHAKRABORTY,12,Click for details
2017-18 , 1 ,CE610A ,ADVANCED HYDROLOGY , CE ,ASHU JAIN,16,Click for details
2017-18 , 1 ,CE611A ,ADVANCED HYDRAULICS , CE ,SAUMYEN GUHA,10,Click for details
2017-18 , 1 ,CE614A ,STOCHASTIC HYDROLOGY , CE ,SHIVAM TRIPATHI,20,Click for details
2017-18 , 1 ,CE620A ,STRUCTURAL DYNAMICS , CE ,CHINMOY KOLAY,22,Click for details
2017-18 , 1 ,CE621A ,ENGINEERING MECHANICS , CE ,VINAY K GUPTA,6,Click for details
2017-18 , 1 ,CE631A ,ADVANCED GEOTECHNICAL ENGINEERING , CE ,ARGHYA DAS,14,Click for details
2017-18 , 1 ,CE635A ,FOUNDATION DYNAMICS , CE ,PRIYANKA GHOSH,13,Click for details
2017-18 , 1 ,CE638A ,GEOTECHNICAL MEASUREMENTS , CE ,N R PATRA,10,Click for details
2017-18 , 1 ,CE640A ,INFRASTRUCTURE ASSET MANAGEMENT , CE ,SUDHIR MISRA,16,Click for details
2017-18 , 1 ,CE641A ,PROJECT MANAGEMENT , CE ,K V HARISH,21,Click for details
2017-18 , 1 ,CE651A ,SPECIAL CONCRETES , CE ,K V HARISH,60,Click for details
2017-18 , 1 ,CE664A ,PHYSICO-CHEMICAL PRINCIPLES AND PROCESS , CE ,P BOSE,26,Click for details
2017-18 , 1 ,CE665A ,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS , CE ,VINOD TARE,19,Click for details
2017-18 , 1 ,CE666A ,AIR POLLUTION AND ITS CONTROL , CE ,MUKESH SHARMA (OE),66,Click for details
2017-18 , 1 ,CE671A ,INTRODUCTION TO REMOTE SENSING , CE ,BHARAT LOHANI,15,Click for details
2017-18 , 1 ,CE677A ,GEOSPATIAL DATA PROCESSING , CE ,ONKAR DIKSHIT,9,Click for details
2017-18 , 1 ,CE678A ,INTRODUCTION TO GEODESY , CE ,B NAGARAJAN (OE),27,Click for details
2017-18 , 1 ,CE681A ,CHARACTERIZATION OF PAVEMENT MATERIALS , CE ,SYAM NAIR,13,Click for details
2017-18 , 1 ,CE682A ,ANALYSIS OF PAVEMENT STRUCTURES , CE ,ANIMESH DAS,8,Click for details
2017-18 , 1 ,CE683A ,TRAFFIC ENGINEERING , CE ,VINOD VASUDEVAN,7,Click for details
2017-18 , 1 ,CE697A ,M TECH SEMINAR I , CE ,CONVENER DPGC,60,Click for details
2017-18 , 1 ,CE699 ,M. TECH THESIS , CE ,CONVENER DPGC,79,Click for details
2017-18 , 1 ,CE723A ,FINITE ELEMENT METHODS IN CIVIL ENGINEERING , CE ,SUPARNO MUKHOPADHYAY,29,Click for details
2017-18 , 1 ,CE791A ,LITERATURE SEARCH AND REVIEW , CE ,CONVENER DPGC,14,Click for details
2017-18 , 1 ,CE792A ,SCIENTIFIC WRITING SKILLS , CE ,CONVENER DPGC,8,Click for details
2017-18 , 1 ,CE793A ,SCIENTIFIC PRASENTATION SKILLS , CE ,CONVENER DPGC,9,Click for details
2017-18 , 1 ,CE794A ,"SCIENTIFIC DATA ANALYSIS, PRESENTATION AND INTERPRETATION ", CE ,CONVENER DPGC,3,Click for details
2017-18 , 1 ,CE797 ,PHD SEMINAR I , CE ,CONVENER DPGC,1,Click for details
2017-18 , 1 ,CE797A ,PHD SEMINAR I , CE ,CONVENER DPGC,5,Click for details
2017-18 , 1 ,CE798 ,PHD SEMINAR II , CE ,CONVENER DPGC,4,Click for details
2017-18 , 1 ,CE798A ,PHD SEMINAR II , CE ,CONVENER DPGC,6,Click for details
2017-18 , 1 ,CE799 ,PHD THESIS , CE ,CONVENER DPGC,89,Click for details
2017-18 , 1 ,CE897A ,MS RESEARCH SEMINAR I , CE ,CONVENER DPGC,5,Click for details
2017-18 , 1 ,CE899 ,MS - RESEARCH THESIS , CE ,CONVENER DPGC,10,Click for details
2017-18 , 1 ,CGS600A ,COMPUTATIONAL TOOLS FOR COGNITIVE SCIENCE , CGS ,HARISH KARNICK,4,Click for details
2017-18 , 1 ,CGS601A ,FOUNDATIONS OF COGNITIVE SCIENCE , CGS ,DEVPRIYA KUMAR,5,Click for details
2017-18 , 1 ,CGS700A ,SEMINAR ON COGNITIVE SCIENCE , CGS ,CONVENER DPGC,5,Click for details
2017-18 , 1 ,CHE251A ,INTRODUCTION TO CHE AND PROCESS CALCULATION , CHE ,G DEO,83,Click for details
2017-18 , 1 ,CHE300A ,CHEMICAL ENGINEERING COMMUNICATION SKILLS , CHE ,S PANDA,77,Click for details
2017-18 , 1 ,CHE312A ,HEAT TRANSFER &amp; ITS APPLICATIONS , CHE ,R G PALA,86,Click for details
2017-18 , 1 ,CHE313A ,MASS TRANSFER &amp; ITS APPLICATIONS , CHE ,I S DALAL,83,Click for details
2017-18 , 1 ,CHE349A ,UG PROJECT (UGP-I) , CHE ,CONVENER DUGC,3,Click for details
2017-18 , 1 ,CHE352A ,CHEMICAL PROCESS SIMULATION LAB , CHE ,V AGARWAL,70,Click for details
2017-18 , 1 ,CHE362A ,BIOCHEMICAL ENGINEERING , CHE ,R SINGH (OE),49,Click for details
2017-18 , 1 ,CHE453A ,CHEMICAL ENGINEERING DESIGN , CHE ,N KAISTHA,75,Click for details
2017-18 , 1 ,CHE492A ,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY , CHE ,N VERMA,75,Click for details
2017-18 , 1 ,CHE494A ,SUMMER IN-PLANT TRAINING , CHE ,V SHANKAR,2,Click for details
2017-18 , 1 ,CHE497A ,UNDER GRADUATE PROJECT-III , CHE ,CONVENER DUGC,26,Click for details
2017-18 , 1 ,CHE611 ,TRANSPORT PHENOMENA , CHE ,R P CHHABRA,0
2017-18 , 1 ,CHE611A ,TRANSPORT PHENOMENA , CHE ,R P CHHABRA,33,Click for details
2017-18 , 1 ,CHE613A ,THE STRUCTURE &amp; RHEOLOGY OF COMPLEX FLUIDS , CHE ,Y M JOSHI,26,Click for details
2017-18 , 1 ,CHE614A ,INTRODUCTION TO HYDRODYNAMIC STABILITY , CHE ,V SHANKAR,39,Click for details
2017-18 , 1 ,CHE616A ,INTRODUCTION TO GRANULAR MECHANICS , CHE ,A TRIPATHI,5,Click for details
2017-18 , 1 ,CHE622A ,INTRODUCTION TO MOLECULAR SIMULATIONS , CHE ,P APTE,10,Click for details
2017-18 , 1 ,CHE625A ,INTERMOLECULAR AND SURFACE FORCES , CHE ,A GHATAK (OE),15,Click for details
2017-18 , 1 ,CHE631A ,CHEMICAL REACTION ENGINEERING , CHE ,N VERMA,34,Click for details
2017-18 , 1 ,CHE641A ,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING , CHE ,NAVEEN TIWARI,71,Click for details
2017-18 , 1 ,CHE652A ,OPTIMIZATION , CHE ,COURSE DROPPED,0
2017-18 , 1 ,CHE661A ,ANALYTICAL &amp; MATERIAL CHARACTERIZATION TECHNIQUES OF ENGINEERS , CHE ,RAJU KUMAR GUPTA (OE),9,Click for details
2017-18 , 1 ,CHE675A ,SPECTROSCOPY OF NANOMATERIALS , CHE ,S SIVAKUMAR,19,Click for details
2017-18 , 1 ,CHE699 ,M TECH THESIS , CHE ,CONVENER DPGC,35,Click for details
2017-18 , 1 ,CHE701A ,M. TECH. SEMINAR , CHE ,S PANDA,28,Click for details
2017-18 , 1 ,CHE799 ,PHD THESIS , CHE ,CONVENER DPGC,76,Click for details
2017-18 , 1 ,CHE801A ,PHD SEMINAR , CHE ,R P CHHABRA,7,Click for details
2017-18 , 1 ,CHE899 ,MS - RESEARCH THESIS , CHE ,CONVENER DPGC,6,Click for details
2017-18 , 1 ,CHM101A ,CHEMISTRY LABORATORY , CHM ,R GURUNATH,407,Click for details
2017-18 , 1 ,CHM102A ,GENERAL CHEMISTRY , CHM ,DEBABRATA GOSWAMI,5,Click for details
2017-18 , 1 ,CHM203A ,BASIC ORGANIC CHEMISTRY-I , CHM ,D H DETHE,24,Click for details
2017-18 , 1 ,CHM303A ,ORGANIC CHEMISTRY I , CHM ,V K YADAV,20,Click for details
2017-18 , 1 ,CHM305A ,ORGANIC QUALITATIVE &amp; QUANTITATIVE ANALYSIS , CHM ,Y D VANKAR,19,Click for details
2017-18 , 1 ,CHM321A ,PHYSICAL CHEMISTRY I , CHM ,PRATIK SEN,42,Click for details
2017-18 , 1 ,CHM345A ,INORGANIC CHEMISTRY I , CHM ,RAJA ANGAMUTHU,28,Click for details
2017-18 , 1 ,CHM361A ,CHEMISTRY COMMUNICATION SKILLS , CHM ,CONVENER DUGC,18,Click for details
2017-18 , 1 ,CHM391A ,UNDER GRADUATE PROJECT-I , CHM ,CONVENER DUGC,6,Click for details
2017-18 , 1 ,CHM401A ,ORGANIC CHEMISTRY I , CHM ,V K YADAV,43,Click for details
2017-18 , 1 ,CHM402A ,ORGANIC CHEMISTRY II , CHM ,,0
2017-18 , 1 ,CHM404A ,ORGANIC QUALITATIVE &amp; QUANTITATIVE ANALYSIS , CHM ,Y D VANKAR,0
2017-18 , 1 ,CHM421A ,PHYSICAL CHEMISTRY I , CHM ,PRAKIT SEN,40,Click for details
2017-18 , 1 ,CHM423A ,PHYSICAL CHEMISTRY LABORATORY , CHM ,T G GOPAKUMAR,60,Click for details
2017-18 , 1 ,CHM441A ,INORGANIC CHEMISTRY I , CHM ,RAJA ANGAMUTHU,41,Click for details
2017-18 , 1 ,CHM491A ,UNDER GRADUATE PROJECT-III , CHM ,CONVENER DUGC,13,Click for details
2017-18 , 1 ,CHM503A ,ORGANIC PREPARATION LAB , CHM ,M K GHORAI,42,Click for details
2017-18 , 1 ,CHM521A ,MATHEMATICS FOR CHEMISTRY , CHM ,N NAIR,41,Click for details
2017-18 , 1 ,CHM600A ,MATHEMATICS FOR CHEMISTRY , CHM ,N NAIR,2,Click for details
2017-18 , 1 ,CHM609A ,PRINCIPALES OF ORGANIC CHEMISTRY , CHM ,R RAMPANICKER,11,Click for details
2017-18 , 1 ,CHM611 ,PHYSICAL ORGANIC CHEMISTRY , CHM ,J N MOORTHY,1,Click for details
2017-18 , 1 ,CHM611A ,PHYSICAL ORGANIC CHEMISTRY , CHM ,J N MOORTHY,52,Click for details
2017-18 , 1 ,CHM616 ,CHEMISTRY OF ORGANOMETALLIC COMPOUNDS , CHM ,M L N RAO,1,Click for details
2017-18 , 1 ,CHM616A ,CHEMISTRY OF ORGANOMETALLIC COMPOUNDS , CHM ,M L N RAO,36,Click for details
2017-18 , 1 ,CHM621A ,CHEMICAL BINDING , CHM ,K SRIHARI,47,Click for details
2017-18 , 1 ,CHM629A ,PRINCIPLES OF PHYSICAL CHEMISTRY , CHM ,D L V K PRASAD,8,Click for details
2017-18 , 1 ,CHM631A ,APPLICATIONS OF MODERN INSTRUMENTAL METHODS , CHM ,S P RATH,31,Click for details
2017-18 , 1 ,CHM637A ,MOLECULAR SPECTROSCOPY , CHM ,M RANGANATHAN,19,Click for details
2017-18 , 1 ,CHM645A ,ORBITAL INTERACTIONS IN CHEMISTRY , CHM ,J K BERA,33,Click for details
